"code_ogr","libelle_appellation_long","libelle_appellation_court","code_rome","transition_eco","transition_num","transition_demo","emploi_reglemente","emploi_cadre","classification","origine","code_rome_parent","peu_usite"
"10378","Agent / Agente d'administration principal(e) du Trésor","Agent / Agente d'administration principal(e) du Trésor","K1501","Emploi Blanc","","","","","SYNONYME","","K1501","N"
"10379","Agent / Agente d'affrètement","Agent / Agente d'affrètement","N1201","Emploi Blanc","","","","","SYNONYME","","N1201","N"
"10380","Agent / Agente d'ambiance des transports en commun","Agent / Agente d'ambiance des transports en commun","K1204","Emploi Blanc","","","","","SYNONYME","","K1204","N"
"10381","Agent / Agente d'ambiance et de prévention","Agent / Agente d'ambiance et de prévention","K1204","Emploi Blanc","","","","","SYNONYME","","K1204","N"
"10382","Agent / Agente d'aménagement des circuits pédestres, équestres et VTT","Agent(e) aménagement des circuits pédestres, équestres, VTT","A1202","Emploi Vert","","","","","SYNONYME","","A1202","N"
"10383","Agent / Agente d'aménagement des haies et fossés","Agent / Agente d'aménagement des haies et fossés","A1202","Emploi Vert","","","","","SYNONYME","","A1202","N"
"10384","Agent / Agente d'amphithéâtre","Agent / Agente d'amphithéâtre","K2602","Emploi Blanc","","","","","SYNONYME","","K2601","N"
"10385","Agent / Agente d'approvisionnement de distributeurs automatiques","Agent(e) d'approvisionnement de distributeurs automatiques","I1303","Emploi Blanc","","","","","SYNONYME","","I1303","N"
"10386","Agent / Agente d'archivage en entrepôt","Agent / Agente d'archivage en entrepôt","N1115","Emploi Blanc","","","","","SYNONYME","","N1103","N"
"10387","Agent / Agente d'artiste","Agent / Agente d'artiste","L1303","Emploi Blanc","","","","","SYNONYME","","L1303","N"
"10388","Agent / Agente d'assainissement","Agent / Agente d'assainissement","K2301","Emploi Vert","","","","","SYNONYME","","K2301","N"
"10389","Agent / Agente d'assainissement radioactif","Agent / Agente d'assainissement radioactif","I1504","Emploi stratégique pour la Transition écologique","","","O","","SYNONYME","","I1503","N"
"10390","Agent / Agente d'assemblage mécanique","Agent / Agente d'assemblage mécanique","H2909","Emploi Blanc","","","","","SYNONYME","","H2909","N"
"10391","Agent / Agente d'assiette des impôts","Agent / Agente d'assiette des impôts","K1501","Emploi Blanc","","","","","SYNONYME","","K1501","N"
"10392","Agent / Agente d'atelier en reprographie","Agent / Agente d'atelier en reprographie","E1307","Emploi Blanc","","","","","SYNONYME","","E1307","N"
"10393","Agent / Agente de back-office","Agent / Agente de back-office","C1302","Emploi Blanc","","","","","SYNONYME","","C1302","N"
"10394","Agent / Agente de bibliothèque","Agent / Agente de bibliothèque","K1601","Emploi Blanc","","","","","SYNONYME","","K1601","N"
"10395","Agent / Agente de bio nettoyage hospitalier","Agent / Agente de bio nettoyage hospitalier","J1301","Emploi Blanc","","O","N","","SYNONYME","","J1301","O"
"10396","Agent / Agente de chambre funéraire","Agent / Agente de chambre funéraire","K2602","Emploi Blanc","","","","","SYNONYME","","K2601","N"
"10397","Agent / Agente de chambre mortuaire","Agent / Agente de chambre mortuaire","K2602","Emploi Blanc","","","","","SYNONYME","","K2601","N"
"10398","Agent / Agente de chargement fret aérien -handler-","Agent / Agente de chargement fret aérien -handler-","N2203","Emploi Brun","","","","","SYNONYME","","N2203","N"
"10399","Agent / Agente de circulation du réseau ferroviaire","Agent / Agente de circulation du réseau ferroviaire","N4401","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","N4401","N"
"10400","Agent / Agente de collecte de déchets","Agent / Agente de collecte de déchets","K2303","Emploi Vert","","","","","SYNONYME","","K2303","N"
"10401","Agent / Agente de collecte d'embryons","Agent / Agente de collecte d'embryons","A1302","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","A1302","N"
"10402","Agent / Agente de comptoir en location de matériel de transport","Agent(e) de comptoir en location de matériel de transport","D1234","Emploi Blanc","","","","","SYNONYME","","D1204","N"
"10403","Agent / Agente de comptoir en location de véhicules","Agent / Agente de comptoir en location de véhicules","D1204","Emploi Blanc","","","","","SYNONYME","","D1204","N"
"10404","Agent / Agente de comptoir en vente de voyages","Agent / Agente de comptoir en vente de voyages","G1303","Emploi Blanc","","","","","SYNONYME","","G1303","N"
"10405","Agent / Agente de conditionnement et de manutention","Agent / Agente de conditionnement et de manutention","H3302","Emploi Blanc","","","","","SYNONYME","","H3302","N"
"10406","Agent / Agente de conditionnement manuel","Agent / Agente de conditionnement manuel","H3302","Emploi Blanc","","","","","SYNONYME","","H3302","N"
"10407","Agent / Agente de conditionnement sur machine automatisée","Agent / Agente de conditionnement sur machine automatisée","H3305","Emploi Blanc","","","","","SYNONYME","","H3301","N"
"10408","Agent / Agente de conduite du réseau ferré","Agent / Agente de conduite du réseau ferré","N4301","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","N4301","O"
"10409","Agent / Agente de conservation des hypothèques","Agent / Agente de conservation des hypothèques","K1508","Emploi Blanc","","","O","","PRINCIPALE","","K1501","N"
"10410","Agent / Agente de constatation des douanes","Agent / Agente de constatation des douanes","K1501","Emploi Blanc","","","","","SYNONYME","","K1501","N"
"10411","Agent / Agente de constatation des douanes branche surveillance","Agent(e) de constatation des douanes branche surveillance","K1501","Emploi Blanc","","","","","SYNONYME","","K1706","N"
"10412","Agent / Agente de constatation des douanes et droits indirects","Agent(e) de constatation des douanes et droits indirects","K1501","Emploi Blanc","","","","","SYNONYME","","K1501","N"
"10413","Agent / Agente de constatation des impôts","Agent / Agente de constatation des impôts","K1501","Emploi Blanc","","","","","SYNONYME","","K1501","N"
"10414","Agent / Agente de constatation ou d'assiette des impôts","Agent / Agente de constatation ou d'assiette des impôts","K1501","Emploi Blanc","","","","","SYNONYME","","K1501","N"
"10415","Agent / Agente de contrôle de montage sur bois","Agent / Agente de contrôle de montage sur bois","H2212","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","H2209","N"
"10416","Agent / Agente de contrôle de salle de spectacles","Agent / Agente de contrôle de salle de spectacles","G1225","Emploi Blanc","","","","","SYNONYME","","G1205","N"
"10417","Agent / Agente de contrôle des transports de voyageurs","Agent / Agente de contrôle des transports de voyageurs","N4302","Emploi stratégique pour la Transition écologique","","","O","","SYNONYME","","N4302","N"
"10418","Agent / Agente de contrôle des transports en commun","Agent / Agente de contrôle des transports en commun","N4302","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","N4302","N"
"10419","Agent / Agente de contrôle destructif en mécanique et travail des métaux","Agent(e) contrôle destructif en mécanique et travail métaux","H1506","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","H1506","N"
"10420","Agent / Agente de contrôle en électronique","Agent / Agente de contrôle en électronique","H1504","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","H1504","N"
"10421","Agent / Agente de contrôle et conditionnement manuel","Agent / Agente de contrôle et conditionnement manuel","H3302","Emploi Blanc","","","","","SYNONYME","","H3302","N"
"10422","Agent / Agente de contrôle non destructif en mécanique et travail des métaux","Agent(e) de contrôle non destructif mécanique travail métaux","H1522","Emploi Blanc","","","","","SYNONYME","","H1506","N"
"10423","Agent / Agente de contrôle qualité en mécanique","Agent / Agente de contrôle qualité en mécanique","H1506","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","H1506","N"
"10424","Agent / Agente de contrôle voyageurs métro","Agent / Agente de contrôle voyageurs métro","N4302","Emploi stratégique pour la Transition écologique","","","O","","SYNONYME","","N4302","N"
"10425","Agent / Agente de crémation","Agent / Agente de crémation","K2604","Emploi Blanc","","","","","SYNONYME","","K2601","N"
"10426","Agent / Agente de crématorium","Agent / Agente de crématorium","K2604","Emploi Blanc","","","","","PRINCIPALE","","K2601","N"
"10427","Agent / Agente de cuisine","Agent / Agente de cuisine","G1602","Emploi Blanc","","","","","SYNONYME","","G1605","N"
"10428","Agent / Agente de curage","Agent / Agente de curage","K2301","Emploi Vert","","","","","SYNONYME","","K2301","N"
"10429","Agent / Agente de cure thermale","Agent / Agente de cure thermale","D1203","Emploi Blanc","","","","","SYNONYME","","D1203","N"
"10430","Agent / Agente de débit de matériaux","Agent / Agente de débit de matériaux","H2905","Emploi Blanc","","","","","SYNONYME","","H2905","N"
"10431","Agent / Agente de déchets urbains et industriels","Agent / Agente de déchets urbains et industriels","K2303","Emploi Vert","","","","","SYNONYME","","K2303","N"
"10432","Agent / Agente de déchetterie","Agent / Agente de déchetterie","K2318","Emploi Vert","","","","","PRINCIPALE","","K2303","N"
"10433","Agent / Agente de décontamination en Nucléaire, Radiologique, Bactériologique, Chimique (NRBC)","Agent(e) de décontamination en Nucléaire, Radio (NRBC)","I1504","Emploi stratégique pour la Transition écologique","","","O","","SYNONYME","","I1503","N"
"10434","Agent / Agente de découpage de matériaux","Agent / Agente de découpage de matériaux","H2905","Emploi Blanc","","","","","SYNONYME","","H2905","N"
"10435","Agent / Agente de démarque","Agent / Agente de démarque","K2503","Emploi Blanc","","","","","SYNONYME","","K2503","N"
"10436","Agent / Agente de désinsectisation","Agent / Agente de désinsectisation","K2305","Emploi stratégique pour la Transition écologique","","","","","PRINCIPALE","","K2305","N"
"10437","Agent / Agente de desserte du réseau ferré","Agent / Agente de desserte du réseau ferré","N4403","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","N4403","N"
"10438","Agent / Agente de destruction d'insectes","Agent / Agente de destruction d'insectes","K2305","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","K2305","N"
"10439","Agent / Agente de développement d'habitat social","Agent / Agente de développement d'habitat social","K1810","Emploi stratégique pour la Transition écologique","","","","","PRINCIPALE","","K1802","N"
"10440","Agent / Agente de développement économique","Agent / Agente de développement économique","K1802","Emploi stratégique pour la Transition écologique","","","","O","SYNONYME","","K1802","N"
"10441","Agent / Agente de développement local","Agent / Agente de développement local","K1802","Emploi stratégique pour la Transition écologique","","","","O","SYNONYME","","K1802","N"
"10442","Agent / Agente de développement rural","Agent / Agente de développement rural","K1802","Emploi stratégique pour la Transition écologique","","","","O","SYNONYME","","K1802","N"
"10443","Agent / Agente de développement social urbain","Agent / Agente de développement social urbain","K1806","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","K1802","N"
"10444","Agent / Agente de diagnostic et d'intervention en machinisme agricole","Agent(e) diagnostic et intervention en machinisme agricole","I1603","Emploi Blanc","","","","","SYNONYME","","I1603","N"
"10445","Agent / Agente de fabrication de composants électroniques","Agent / Agente de fabrication de composants électroniques","H2603","Emploi Blanc","","","","","SYNONYME","","H2603","N"
"10446","Agent / Agente de fabrication de l'industrie du béton","Agent / Agente de fabrication de l'industrie du béton","F1706","Emploi Blanc","","","","","SYNONYME","","F1706","N"
"10447","Agent / Agente de fabrication de matériels électriques et électroniques","Agent(e) de fabrication de matériels électri et électro","H2604","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","H2604","N"
"10448","Agent / Agente de fabrication de production alimentaire","Agent / Agente de fabrication de production alimentaire","H2105","Emploi Blanc","","","","","SYNONYME","","H2102","N"
"10449","Agent / Agente de fabrication des industries de l'habillement et autres fabrications à base d'étoffes","Agent(e) de fabrication des industries de l'habillement","H2402","Emploi Blanc","","","","","SYNONYME","","H2402","N"
"10450","Agent / Agente de fabrication en fonderie de moulage en sable","Agent(e) de fabrication en fonderie de moulage en sable","H2910","Emploi Blanc","","","","","SYNONYME","","H2910","N"
"10451","Agent / Agente de fabrication en montage-assemblage mécanique","Agent(e) de fabrication en montage-assemblage mécanique","H2909","Emploi Blanc","","","","","SYNONYME","","H2909","N"
"10452","Agent / Agente de fabrication en production-transformation du verre","Agent(e) de fabrication en prod-transformation du verre","H2801","Emploi Blanc","","","","","SYNONYME","","H2801","N"
"10453","Agent de fabrication polyvalent / Agente de fabrication polyvalente en industrie","Agent(e) de fabrication polyvalent(e) en industrie","H3302","Emploi Blanc","","","","","SYNONYME","","H3302","N"
"10454","Agent de fabrication-deviseur / Agente de fabrication-deviseuse en industrie graphique","Agent(e) de fabrication-deviseur(se) en industrie graphique","E1308","Emploi Blanc","","","","","SYNONYME","","E1308","N"
"10455","Agent / Agente de facilitation de la vie sociale","Agent / Agente de facilitation de la vie sociale","K1204","Emploi Blanc","","","","","SYNONYME","","K1204","N"
"10456","Agent / Agente de finissage couleurs et effets cuirs et peaux","Agent(e) de finissage couleurs et effets cuirs et peaux","H1240","Emploi Blanc","","","","","PRINCIPALE","","H1201","N"
