"code_rome","code_rome_cible","numero_ordre"
"H2804","H3202","9"
"H2804","H3301","8"
"H2804","I1304","15"
"H2804","K2306","14"
"H2805","H2203","6"
"H2805","H2301","5"
"H2805","H2701","1"
"H2805","H2801","3"
"H2805","H2804","2"
"H2805","H2907","8"
"H2805","H3101","10"
"H2805","H3102","7"
"H2805","H3202","9"
"H2805","H3301","4"
"H2901","H1506","5"
"H2901","H2203","6"
"H2901","H2902","4"
"H2901","H2903","1"
"H2901","H2906","7"
"H2901","H2908","8"
"H2901","H2909","3"
"H2901","H2910","9"
"H2901","H2911","10"
"H2901","H2912","2"
"H2901","H3401","11"
"H2901","I1310","12"
"H2902","F1110","10"
"H2902","H1203","5"
"H2902","H2409","9"
"H2902","H2604","6"
"H2902","H2901","7"
"H2902","H2903","8"
"H2902","H2905","1"
"H2902","H2911","2"
"H2902","H2913","3"
"H2902","H2914","4"
"H2903","A1102","11"
"H2903","H2202","1"
"H2903","H2901","3"
"H2903","H2904","5"
"H2903","H2905","2"
"H2903","H2906","4"
"H2903","H2908","7"
"H2903","H2909","6"
"H2903","H2911","8"
"H2903","H2912","9"
"H2903","H3401","10"
"H2904","A1102","12"
"H2904","H2203","6"
"H2904","H2503","8"
"H2904","H2802","5"
"H2904","H2905","1"
"H2904","H2906","2"
"H2904","H2907","4"
"H2904","H2909","10"
"H2904","H2912","9"
"H2904","H3101","11"
"H2904","H3102","7"
"H2904","H3402","3"
"H2905","H2202","11"
"H2905","H2203","10"
"H2905","H2604","9"
"H2905","H2801","6"
"H2905","H2902","5"
"H2905","H2903","3"
"H2905","H2904","2"
"H2905","H2906","4"
"H2905","H2907","12"
"H2905","H2909","1"
"H2905","H3401","7"
"H2905","H3402","8"
"H2906","H2102","16"
"H2906","H2601","12"
"H2906","H2603","15"
"H2906","H2604","11"
"H2906","H2903","13"
"H2906","H2904","3"
"H2906","H2905","2"
"H2906","H2907","10"
"H2906","H2909","1"
"H2906","H2912","9"
"H2906","H3101","14"
"H2906","H3102","7"
"H2906","H3301","4"
"H2906","H3401","6"
"H2906","H3402","8"
"H2906","H3404","5"
"H2907","H1506","13"
"H2907","H2102","3"
"H2907","H2203","12"
"H2907","H2801","11"
"H2907","H2802","10"
"H2907","H2805","14"
"H2907","H2904","8"
"H2907","H2905","7"
"H2907","H2906","2"
"H2907","H2909","9"
"H2907","H3101","6"
"H2907","H3102","5"
"H2907","H3301","4"
"H2907","H3402","1"
"H2907","I1304","15"
"H2908","A1202","10"
"H2908","E1302","8"
"H2908","E1304","9"
"H2908","F1706","7"
"H2908","H2601","5"
"H2908","H2903","1"
"H2908","H2905","3"
"H2908","H2909","4"
"H2908","H2910","2"
"H2908","H3402","6"
"H2909","H2404","11"
"H2909","H2604","2"
"H2909","H2801","4"
"H2909","H2901","3"
"H2909","H2905","7"
"H2909","H2906","1"
"H2909","H2910","8"
"H2909","H3101","5"
"H2909","H3301","10"
"H2909","H3401","9"
"H2909","H3402","6"
"H2909","H3403","12"
"H2910","A1101","10"
"H2910","A1102","8"
"H2910","F1706","9"
"H2910","H2601","4"
"H2910","H2907","5"
"H2910","H2908","2"
"H2910","H2909","7"
"H2910","H3203","1"
"H2910","H3401","3"
"H2910","H3402","6"
"H2911","F1502","10"
"H2911","H2901","5"
"H2911","H2902","2"
"H2911","H2903","4"
"H2911","H2906","8"
"H2911","H2908","9"
"H2911","H2909","7"
"H2911","H2910","6"
"H2911","H2913","1"
"H2911","H2914","3"
"H2912","A1102","14"
"H2912","H1506","10"
"H2912","H2203","4"
"H2912","H2503","6"
"H2912","H2801","8"
"H2912","H2804","9"
"H2912","H2901","7"
"H2912","H2903","3"
"H2912","H2904","1"
"H2912","H2906","11"
"H2912","H2909","5"
"H2912","H3101","12"
"H2912","H3202","2"
"H2912","I1304","13"
"H2912","I1310","15"
"H2913","H1506","1"
"H2913","H2902","2"
"H2913","H2911","3"
"H2913","H2914","4"
"H2913","H2916","5"
"H2913","H2917","6"
"H2914","F1502","10"
"H2914","H1203","6"
"H2914","H2604","7"
"H2914","H2902","1"
"H2914","H2905","9"
"H2914","H2906","8"
"H2914","H2909","4"
"H2914","H2911","3"
"H2914","H2913","2"
"H2914","H3402","5"
"H2915","H1506","2"
"H2915","H1508","3"
"H2915","H1511","4"
"H2915","H2424","5"
"H2915","H2504","1"
"H2915","H3304","6"
"H2915","I1610","8"
"H2915","K2111","7"
"H2916","H1203","3"
"H2916","H1515","4"
"H2916","H1521","5"
"H2916","H2705","2"
"H2916","H2913","6"
"H2916","H2915","1"
"H2916","H2917","7"
"H2916","I1304","9"
"H2916","K2111","8"
"H2917","H1506","2"
"H2917","H1515","1"
"H2917","H2906","3"
"H2917","H2909","4"
"H2917","H2911","5"
"H2917","H2913","6"
"H2917","H2916","7"
"H2917","I1620","9"
"H2917","K2111","8"
"H2918","H2404","2"
"H2918","H2405","5"
"H2918","H2426","3"
"H2918","H2601","7"
"H2918","H2903","1"
"H2918","H3105","6"
"H2918","I1302","4"
"H3101","H2203","5"
"H3101","H2404","9"
"H3101","H2405","2"
"H3101","H2406","10"
"H3101","H2413","6"
"H3101","H2805","8"
"H3101","H2907","7"
"H3101","H3102","3"
"H3101","H3202","4"
"H3101","H3301","1"
"H3102","H1526","8"
"H3102","H2102","6"
"H3102","H2404","2"
"H3102","H2405","3"
"H3102","H2507","4"
"H3102","H3101","1"
"H3102","H3301","7"
"H3102","I1304","5"
"H3103","E1301","7"
"H3103","H1503","10"
"H3103","H1526","9"
"H3103","H2102","8"
"H3103","H2404","5"
"H3103","H2405","4"
"H3103","H3101","2"
"H3103","H3102","1"
"H3103","H3104","3"
"H3103","H3105","6"
"H3104","H1526","9"
"H3104","H2404","3"
"H3104","H2405","4"
"H3104","H2507","7"
"H3104","H3101","1"
"H3104","H3102","2"
"H3104","H3105","5"
"H3104","H3301","8"
"H3104","I1304","6"
"H3105","H1521","8"
"H3105","H1526","3"
"H3105","H1528","4"
"H3105","H2102","5"
"H3105","H2405","9"
"H3105","H2507","2"
"H3105","H3101","6"
"H3105","H3102","7"
"H3105","H3103","10"
"H3105","I1304","1"
"H3201","E1304","17"
"H3201","H2102","6"
"H3201","H2301","8"
"H3201","H2404","7"
"H3201","H2405","15"
"H3201","H2603","11"
"H3201","H2801","16"
"H3201","H2802","3"
"H3201","H2803","13"
"H3201","H2909","12"
"H3201","H3101","4"
"H3201","H3102","5"
"H3201","H3202","2"
"H3201","H3203","14"
"H3201","H3301","1"
"H3201","H3302","10"
"H3201","H3303","9"
"H3202","H1403","3"
"H3202","H2504","9"
"H3202","H2802","6"
"H3202","H2804","7"
"H3202","H2805","1"
"H3202","H2901","4"
"H3202","H2912","5"
"H3202","H3101","8"
"H3202","H3301","2"
"H3202","I1304","11"
"H3202","I1310","10"
"H3203","F1608","10"
"H3203","H2201","8"
"H3203","H2604","3"
"H3203","H2908","1"
"H3203","H2909","2"
"H3203","H2910","6"
"H3203","H3201","4"
"H3203","H3402","7"
"H3203","H3404","5"
"H3203","J1309","9"
"H3301","H2102","1"
"H3301","H2301","5"
"H3301","H2405","7"
"H3301","H2504","9"
"H3301","H2507","6"
"H3301","H3201","2"
"H3301","H3304","3"
"H3301","H3305","8"
"H3301","I1304","4"
"H3302","A1401","18"
"H3302","A1402","14"
"H3302","A1403","21"
"H3302","A1421","16"
"H3302","E1304","12"
"H3302","H2201","10"
"H3302","H2410","9"
"H3302","H2413","8"
"H3302","H2414","11"
"H3302","H2415","7"
"H3302","H2604","3"
"H3302","H2803","6"
"H3302","H2906","5"
"H3302","H2909","2"
"H3302","H3301","4"
"H3302","H3303","1"
"H3302","J1309","17"
"H3302","K2201","20"
"H3302","K2304","15"
"H3302","N1103","19"
"H3302","N1105","13"
"H3303","E1304","16"
"H3303","F1706","15"
"H3303","H1201","9"
"H3303","H2102","5"
"H3303","H2203","10"
"H3303","H2301","7"
"H3303","H2406","11"
"H3303","H2802","3"
"H3303","H2803","1"
"H3303","H3102","6"
"H3303","H3201","8"
"H3303","H3301","2"
"H3303","H3302","4"
"H3303","N1101","14"
"H3303","N1103","13"
"H3303","N1105","12"
"H3304","H1103","2"
"H3304","H1508","3"
"H3304","H1511","4"
"H3304","H2424","5"
"H3304","H2504","6"
"H3304","H2507","1"
"H3304","K2111","8"
"H3304","M1828","7"
"H3305","E1301","8"
"H3305","H2102","1"
"H3305","H2301","2"
"H3305","H2302","4"
"H3305","H2504","5"
"H3305","H2705","6"
"H3305","H2912","3"
"H3305","H3304","7"
"H3305","I1304","9"
"H3305","N1105","10"
"H3401","F1706","10"
"H3401","H2903","4"
"H3401","H2904","6"
"H3401","H2905","7"
"H3401","H2906","5"
"H3401","H2909","8"
"H3401","H2910","9"
"H3401","H3402","3"
"H3401","H3403","2"
"H3401","H3404","1"
"H3402","A1102","11"
"H3402","H2904","5"
"H3402","H2905","9"
"H3402","H2906","1"
"H3402","H2907","10"
"H3402","H2909","8"
"H3402","H2910","7"
"H3402","H3203","6"
"H3402","H3401","4"
"H3402","H3403","3"
"H3402","H3404","2"
"H3403","A1102","12"
"H3403","H2503","6"
"H3403","H2802","9"
"H3403","H2903","7"
"H3403","H2904","11"
"H3403","H2906","3"
"H3403","H2907","10"
"H3403","H2909","5"
"H3403","H2910","4"
"H3403","H2912","8"
"H3403","H3401","2"
"H3403","H3402","1"
"H3404","A1101","10"
"H3404","A1102","6"
"H3404","F1708","7"
"H3404","H2906","3"
"H3404","H2909","4"
"H3404","H3203","5"
"H3404","H3401","2"
"H3404","H3402","1"
"H3404","I1606","8"
"H3404","J1309","9"
"H3404","N3102","11"
"H3405","B1606","3"
"H3405","B1609","2"
"H3405","B1610","5"
"H3405","H3302","1"
"H3405","H3402","8"
"H3405","J1301","7"
"H3405","K2202","6"
"H3405","K2204","4"
"H3406","B1303","3"
"H3406","B1601","2"
"H3406","B1605","5"
"H3406","B1608","7"
"H3406","B1610","4"
"H3406","H3402","1"
"H3406","H3405","6"
"H3407","B1303","4"
"H3407","B1605","5"
"H3407","B1606","6"
"H3407","B1613","9"
"H3407","H1506","7"
"H3407","H2907","8"
"H3407","H3401","1"
"H3407","H3402","2"
"H3407","K2111","3"
"H3408","B1302","1"
"H3408","B1303","5"
"H3408","B1601","2"
"H3408","B1604","4"
"H3408","B1605","10"
"H3408","B1613","9"
"H3408","H1506","8"
"H3408","H2414","7"
"H3408","H2912","6"
"H3408","H3405","3"
"I1101","C1501","1"
"I1101","C1503","7"
"I1101","F1103","8"
"I1101","F1104","9"
"I1101","F1106","10"
"I1101","F1108","11"
"I1101","F1110","12"
"I1101","F1201","2"
"I1101","F1205","3"
"I1101","H1302","4"
"I1101","K2302","5"
"I1101","M1101","6"
"I1102","C1101","9"
"I1102","H1206","6"
"I1102","H1302","5"
"I1102","H1402","2"
"I1102","H1404","8"
"I1102","H1502","7"
"I1102","H2502","4"
"I1102","I1304","1"
"I1102","K2306","3"
"I1103","I1108","5"
"I1103","I1109","8"
"I1103","I1110","3"
"I1103","I1111","9"
"I1103","I1112","4"
"I1103","I1115","6"
"I1103","I1117","2"
"I1103","I1118","7"
"I1103","I1332","1"
"I1104","F1201","6"
"I1104","H1511","7"
"I1104","I1319","1"
"I1104","M1101","2"
"I1104","M1819","4"
"I1104","M1840","5"
"I1104","M1846","3"
"I1105","C1501","5"
"I1105","C1503","9"
"I1105","F1106","3"
"I1105","F1122","4"
"I1105","F1201","8"
"I1105","F1205","2"
"I1105","H1302","1"
"I1105","H1511","10"
"I1105","I1101","6"
"I1105","K2302","7"
"I1105","M1101","12"
"I1105","N3101","11"
"I1106","C1501","6"
"I1106","C1503","1"
"I1106","F1106","2"
"I1106","F1110","3"
"I1106","H1302","5"
"I1106","I1105","8"
"I1106","M1101","4"
"I1106","M1858","7"
"I1107","D1301","9"
"I1107","D1509","12"
"I1107","E1301","1"
"I1107","E1303","8"
"I1107","G1221","10"
"I1107","H1106","18"
"I1107","H1521","2"
"I1107","H2502","13"
"I1107","H2503","14"
"I1107","H2507","17"
"I1107","H2607","3"
"I1107","H2705","4"
"I1107","I1105","11"
"I1107","I1402","5"
"I1107","I1604","6"
"I1107","K1408","15"
"I1107","K2203","16"
"I1107","N1109","7"
"I1108","I1103","1"
"I1108","I1105","8"
"I1108","I1109","7"
"I1108","I1110","2"
"I1108","I1112","4"
"I1108","I1117","5"
"I1108","I1118","6"
"I1108","I1332","3"
"I1108","K1734","9"
"I1109","D1238","2"
"I1109","H2507","7"
"I1109","I1103","4"
"I1109","I1105","5"
"I1109","I1111","1"
"I1109","I1112","10"
"I1109","I1114","3"
"I1109","I1115","8"
"I1109","I1118","9"
"I1109","N1304","6"
"I1110","H2502","7"
"I1110","I1103","2"
"I1110","I1107","8"
"I1110","I1108","1"
"I1110","I1109","6"
"I1110","I1112","4"
"I1110","I1114","9"
"I1110","I1117","5"
"I1110","I1332","3"
"I1111","H1502","4"
"I1111","I1103","1"
"I1111","I1105","7"
"I1111","I1109","10"
"I1111","I1114","9"
"I1111","I1115","6"
"I1111","I1118","2"
"I1111","I1410","3"
"I1111","M1704","8"
"I1111","N1301","5"
"I1112","I1103","4"
"I1112","I1105","6"
"I1112","I1108","1"
"I1112","I1110","2"
"I1112","I1114","8"
"I1112","I1115","5"
"I1112","I1332","3"
"I1112","K1734","9"
"I1112","N1301","7"
"I1113","A1313","8"
"I1113","H2507","7"
"I1113","I1103","9"
"I1113","I1108","1"
"I1113","I1110","2"
"I1113","I1112","4"
"I1113","I1114","10"
"I1113","I1119","5"
"I1113","I1332","3"
"I1113","N1301","6"
"I1114","H1106","5"
"I1114","I1103","9"
"I1114","I1105","6"
"I1114","I1109","3"
"I1114","I1111","2"
"I1114","I1112","10"
"I1114","I1118","1"
"I1114","I1119","8"
"I1114","I1326","7"
"I1114","I1610","4"
"I1115","D1302","5"
"I1115","D1305","4"
"I1115","I1105","8"
"I1115","I1111","1"
"I1115","I1118","3"
"I1115","I1410","2"
"I1115","I1607","9"
"I1115","I1610","7"
"I1115","I1619","10"
"I1115","M1715","6"
"I1116","D1230","1"
"I1116","D1303","7"
"I1116","D1509","8"
"I1116","I1109","5"
"I1116","K2502","4"
"I1116","M1704","9"
"I1116","N1301","6"
"I1116","N3202","2"
"I1116","N4202","3"
"I1117","D1305","1"
"I1117","H2507","9"
"I1117","I1103","5"
"I1117","I1105","3"
"I1117","I1109","4"
"I1117","I1113","7"
"I1117","I1115","2"
"I1117","I1118","8"
"I1117","I1332","6"
"I1118","D1238","6"
"I1118","I1103","9"
"I1118","I1109","4"
"I1118","I1111","5"
"I1118","I1114","2"
"I1118","I1115","1"
"I1118","I1119","3"
"I1118","I1326","7"
"I1118","I1622","10"
"I1118","N1301","8"
"I1119","D1238","5"
"I1119","D1305","9"
"I1119","H2507","7"
"I1119","I1109","4"
"I1119","I1114","1"
"I1119","I1115","2"
"I1119","I1118","3"
"I1119","I1410","6"
"I1119","N1301","8"
"I1201","F1622","6"
"I1201","F1627","5"
"I1201","I1205","3"
"I1201","I1207","1"
"I1201","I1209","2"
"I1201","I1307","4"
"I1201","I1311","9"
"I1201","N1103","8"
"I1201","N1116","10"
"I1201","N4105","7"
"I1202","A1203","8"
"I1202","F1302","6"
"I1202","F1622","5"
"I1202","F1702","4"
"I1202","F1707","9"
"I1202","I1116","1"
"I1202","I1203","2"
"I1202","I1207","3"
"I1202","K2301","7"
"I1203","A1203","4"
"I1203","D1212","9"
"I1203","F1603","7"
"I1203","F1606","5"
"I1203","F1707","6"
"I1203","I1204","1"
"I1203","I1301","2"
"I1203","I1402","3"
"I1203","K2203","10"
"I1203","N1105","8"
"I1204","A1203","4"
"I1204","A1208","7"
"I1204","A1301","3"
"I1204","F1606","5"
"I1204","F1707","8"
"I1204","I1201","1"
"I1204","I1203","9"
"I1204","K2111","2"
"I1204","N1105","6"
"I1205","A1203","6"
"I1205","F1606","7"
"I1205","H1304","4"
"I1205","H1305","5"
"I1205","I1201","1"
"I1205","I1301","2"
"I1205","I1302","9"
"I1205","I1402","3"
"I1205","N1109","8"
"I1206","A1207","5"
"I1206","D1407","7"
"I1206","I1105","2"
"I1206","I1109","1"
"I1206","I1326","8"
"I1206","K2203","3"
"I1206","K2323","4"
"I1206","N1302","6"
"I1207","F1628","7"
"I1207","I1202","4"
"I1207","I1203","3"
"I1207","I1206","1"
"I1207","I1209","2"
"I1207","I1302","6"
"I1207","I1303","5"
"I1207","K2323","8"
"I1207","N4120","9"
"I1208","A1203","4"
"I1208","I1202","1"
"I1208","I1302","2"
"I1208","I1323","3"
"I1208","K1705","6"
"I1208","K1706","7"
"I1208","K2509","5"
"I1208","N4101","8"
"I1208","N4126","9"
"I1209","F1602","6"
"I1209","H2605","7"
"I1209","H2703","8"
"I1209","I1206","1"
"I1209","I1303","5"
"I1209","I1314","2"
"I1209","I1320","3"
"I1209","I1321","4"
"I1209","I1401","9"
"I1209","N4123","10"
"I1301","D1402","10"
"I1301","H1208","9"
"I1301","H1504","8"
"I1301","I1302","1"
"I1301","I1304","2"
"I1301","I1305","3"
"I1301","I1309","4"
"I1301","I1402","5"
"I1301","I1603","6"
"I1301","M1704","7"
"I1302","D1402","9"
"I1302","H1101","7"
"I1302","H1208","8"
"I1302","I1102","5"
"I1302","I1204","6"
"I1302","I1303","1"
"I1302","I1304","2"
"I1302","I1317","3"
"I1302","I1320","4"
"I1302","I1326","10"
"I1303","F1627","6"
"I1303","F1628","7"
"I1303","H1106","10"
"I1303","H2605","8"
"I1303","I1301","3"
"I1303","I1302","4"
"I1303","I1304","1"
"I1303","I1320","2"
"I1303","I1402","5"
"I1303","N4105","9"
"I1304","D1407","10"
"I1304","H1106","8"
"I1304","H1303","6"
"I1304","H2707","9"
"I1304","H2912","7"
"I1304","I1302","3"
"I1304","I1305","5"
"I1304","I1326","1"
"I1304","I1332","2"
"I1304","I1333","4"
"I1305","H1209","7"
"I1305","I1209","9"
"I1305","I1321","2"
"I1305","I1326","6"
"I1305","I1327","3"
"I1305","I1329","4"
"I1305","I1333","5"
"I1305","I1334","1"
"I1305","I1401","8"
"I1305","K2111","10"
"I1306","D1407","8"
"I1306","F1603","1"
"I1306","F1620","2"
"I1306","H1209","4"
"I1306","I1304","5"
"I1306","I1316","3"
"I1306","I1321","9"
"I1306","I1325","7"
"I1306","I1333","10"
"I1306","I1402","6"
"I1307","D1213","7"
"I1307","D1407","8"
"I1307","F1202","6"
"I1307","F1605","4"
"I1307","F1610","5"
"I1307","H2605","10"
"I1307","I1303","3"
"I1307","I1311","2"
"I1307","I1314","1"
"I1307","M1302","9"
"I1308","D1407","9"
"I1308","F1206","4"
"I1308","F1620","3"
"I1308","F1627","5"
"I1308","F1710","6"
"I1308","I1203","8"
"I1308","I1205","7"
"I1308","I1306","2"
"I1308","I1316","1"
"I1308","N4123","10"
"I1309","F1602","5"
"I1309","F1605","8"
"I1309","H1209","7"
"I1309","H2602","6"
"I1309","H2603","9"
"I1309","I1102","4"
"I1309","I1301","1"
"I1309","I1304","2"
"I1309","I1402","3"
"I1309","N4401","10"
"I1310","H1101","8"
"I1310","H1203","10"
"I1310","H1208","9"
"I1310","H1404","6"
"I1310","H2503","7"
"I1310","H2912","5"
"I1310","I1302","2"
"I1310","I1304","1"
"I1310","I1305","3"
"I1310","I1603","4"
"I1311","F1605","6"
"I1311","H1101","7"
"I1311","H2605","8"
"I1311","I1314","1"
"I1311","I1317","2"
"I1311","I1319","3"
"I1311","I1320","4"
"I1311","I1401","5"
"I1311","M1804","9"
"I1311","M1816","10"
"I1312","F1605","3"
"I1312","H1101","4"
"I1312","H2605","5"
"I1312","I1317","1"
"I1312","I1319","2"
"I1312","I1401","8"
"I1312","M1804","6"
"I1312","M1816","7"
"I1313","H1101","7"
"I1313","I1102","3"
"I1313","I1105","1"
"I1313","I1304","2"
"I1313","K2111","5"
"I1313","M1402","4"
"I1313","M1828","6"
"I1314","F1605","5"
"I1314","H2605","6"
"I1314","H2703","7"
"I1314","I1302","8"
"I1314","I1303","9"
"I1314","I1307","1"
"I1314","I1311","3"
"I1314","I1312","4"
"I1314","I1320","2"
"I1315","F1202","5"
"I1315","F1605","7"
"I1315","F1622","6"
"I1315","H2602","8"
"I1315","H2605","9"
"I1315","I1304","4"
"I1315","I1307","2"
"I1315","I1309","3"
"I1315","I1311","1"
"I1316","D1407","9"
"I1316","F1106","6"
"I1316","F1113","7"
"I1316","F1117","8"
"I1316","I1102","5"
"I1316","I1302","1"
"I1316","I1304","2"
"I1316","I1308","3"
"I1316","I1320","4"
"I1316","M1101","10"
"I1317","F1605","7"
"I1317","H1101","8"
"I1317","H2602","9"
"I1317","H2605","10"
"I1317","I1311","1"
"I1317","I1314","3"
"I1317","I1319","2"
"I1317","I1320","4"
"I1317","I1401","5"
"I1317","I1402","6"
"I1318","H1101","6"
"I1318","H1209","7"
"I1318","H1504","8"
"I1318","H2705","9"
"I1318","I1102","1"
"I1318","I1304","2"
"I1318","I1305","3"
"I1318","I1310","4"
"I1318","K2111","5"
"I1319","F1206","10"
"I1319","H1101","7"
"I1319","H1210","9"
"I1319","I1305","3"
"I1319","I1311","4"
"I1319","I1312","5"
"I1319","I1317","1"
"I1319","I1320","2"
"I1319","I1402","6"
"I1319","M1804","8"
"I1320","H1101","7"
"I1320","I1305","1"
"I1320","I1311","4"
"I1320","I1312","2"
"I1320","I1317","3"
"I1320","I1319","5"
"I1320","I1402","6"
"I1320","M1810","8"
"I1321","F1628","7"
"I1321","H1108","9"
"I1321","H2705","8"
"I1321","H2708","10"
"I1321","I1105","5"
"I1321","I1106","6"
"I1321","I1302","4"
"I1321","I1304","1"
"I1321","I1326","2"
"I1321","I1332","3"
"I1322","I1105","1"
"I1322","I1302","3"
"I1322","I1303","6"
"I1322","I1305","7"
"I1322","I1326","8"
"I1322","I1329","2"
"I1322","I1332","4"
"I1322","I1409","5"
"I1323","H1308","6"
"I1323","H2704","7"
"I1323","H2909","8"
"I1323","I1304","1"
"I1323","I1321","4"
"I1323","I1326","5"
"I1323","I1620","2"
"I1323","K2314","3"
"I1324","H1301","7"
"I1324","H1521","9"
"I1324","H1526","3"
"I1324","I1105","8"
"I1324","I1106","2"
"I1324","I1302","5"
"I1324","I1304","1"
"I1324","I1327","6"
"I1324","I1401","4"
"I1325","D1407","7"
"I1325","F1620","6"
"I1325","H1303","8"
"I1325","I1105","5"
"I1325","I1306","1"
"I1325","I1314","2"
"I1325","I1316","3"
"I1325","I1320","4"
"I1325","N1301","9"
"I1326","D1504","7"
"I1326","H1106","4"
"I1326","H1302","3"
"I1326","H1308","6"
"I1326","H1526","2"
"I1326","I1320","1"
"I1326","I1332","5"
"I1326","N1301","10"
"I1326","N1302","8"
"I1326","N1303","9"
"I1327","D1402","9"
"I1327","H1106","6"
"I1327","H1218","10"
"I1327","H1224","7"
"I1327","I1302","2"
"I1327","I1305","1"
"I1327","I1314","3"
"I1327","I1320","4"
"I1327","I1326","5"
"I1327","M1101","8"
"I1328","A1303","2"
"I1328","A1306","1"
"I1328","A1313","3"
"I1328","D1407","9"
"I1328","G1231","8"
"I1328","K1404","5"
"I1328","K1802","6"
"I1328","K1811","7"
"I1328","K2313","4"
"I1329","I1305","1"
"I1329","I1320","3"
"I1329","I1326","4"
"I1329","I1327","2"
"I1329","I1407","6"
"I1329","I1408","5"
"I1329","K2111","9"
"I1329","L1515","8"
"I1329","L1519","7"
"I1330","D1212","8"
"I1330","D1407","9"
"I1330","F1628","5"
"I1330","H2605","4"
"I1330","I1303","6"
"I1330","I1307","1"
"I1330","I1314","2"
"I1330","I1320","3"
"I1330","M1506","7"
"I1331","A1102","10"
"I1331","A1207","6"
"I1331","F1202","7"
"I1331","F1303","5"
"I1331","G1205","9"
"I1331","G1221","8"
"I1331","H2507","4"
"I1331","I1105","3"
"I1331","I1302","2"
"I1331","I1304","1"
"I1332","D1407","7"
"I1332","H1502","4"
"I1332","H1526","5"
"I1332","H2502","3"
"I1332","I1105","2"
"I1332","I1333","1"
"I1332","K2306","9"
"I1332","M1302","6"
"I1332","N1301","8"
"I1333","D1407","8"
"I1333","H1106","3"
"I1333","H1302","5"
"I1333","H1502","10"
"I1333","H1526","4"
"I1333","H2502","7"
"I1333","I1105","6"
"I1333","I1326","1"
"I1333","I1332","2"
"I1333","N1301","9"
"I1334","H1209","6"
"I1334","H1309","8"
"I1334","H1522","9"
"I1334","I1302","3"
"I1334","I1305","1"
"I1334","I1314","2"
"I1334","I1326","4"
"I1334","I1327","5"
"I1334","I1602","7"
"I1335","D1407","9"
"I1335","H1208","6"
"I1335","H1209","7"
"I1335","I1302","4"
"I1335","I1304","1"
"I1335","I1326","3"
"I1335","I1333","2"
"I1335","K2111","8"
"I1335","M1101","5"
"I1401","I1304","6"
"I1401","I1404","3"
"I1401","M1801","9"
"I1401","M1810","2"
"I1401","M1816","5"
"I1401","M1817","4"
"I1401","M1830","1"
"I1401","M1852","10"
"I1401","M1863","8"
"I1401","M1869","7"
"I1402","F1620","5"
"I1402","I1309","2"
"I1402","I1310","1"
"I1402","I1319","3"
"I1402","I1321","4"
"I1402","I1401","6"
"I1402","I1407","10"
"I1402","I1410","7"
"I1402","K1717","9"
"I1402","K2309","8"
"I1403","D1402","1"
"I1403","D1407","2"
"I1403","H2703","8"
"I1403","I1302","3"
"I1403","I1305","4"
"I1403","I1307","5"
"I1403","I1401","9"
"I1403","K2109","6"
"I1403","K2111","7"
"I1403","M1810","10"
"I1403","M1816","11"
"I1404","D1402","6"
"I1404","D1407","7"
"I1404","H1106","5"
"I1404","I1302","1"
"I1404","I1401","2"
"I1404","I1402","3"
"I1404","I1405","4"
"I1404","K2111","8"
"I1405","C1401","3"
"I1405","C1502","4"
"I1405","D1409","2"
"I1405","I1402","1"
"I1405","K2109","7"
"I1405","K2111","8"
"I1405","M1604","5"
"I1405","M1828","6"
"I1406","D1435","8"
"I1406","E1206","7"
"I1406","H1207","6"
"I1406","K2111","9"
"I1406","M1852","1"
"I1406","M1853","2"
"I1406","M1867","3"
"I1406","M1869","4"
"I1406","M1884","5"
"I1407","H1108","6"
"I1407","H1209","3"
"I1407","H1227","5"
"I1407","H1235","8"
"I1407","H2501","4"
"I1407","I1401","1"
"I1407","I1402","2"
"I1407","I1404","7"
"I1407","I1408","9"
"I1408","D1221","6"
"I1408","E1201","10"
"I1408","E1202","9"
"I1408","E1203","5"
"I1408","E1209","4"
"I1408","G1202","8"
"I1408","G1238","7"
"I1408","I1329","3"
"I1408","I1407","1"
"I1408","I1410","2"
"I1409","I1106","2"
"I1409","I1302","5"
"I1409","I1304","6"
"I1409","I1319","3"
"I1409","I1320","4"
"I1409","I1326","9"
"I1409","I1332","8"
"I1409","I1401","7"
"I1409","I1405","1"
"I1410","D1415","3"
"I1410","H1502","9"
"I1410","H2502","7"
"I1410","I1103","6"
"I1410","I1118","5"
"I1410","I1326","1"
"I1410","I1612","4"
"I1410","K2111","8"
"I1410","M1704","2"
"I1501","A1202","6"
"I1501","A1209","5"
"I1501","F1206","4"
"I1501","F1605","2"
"I1501","F1618","3"
"I1501","F1622","7"
"I1501","G1209","9"
"I1501","I1311","8"
"I1501","I1506","1"
"I1502","A1415","9"
"I1502","D1204","10"
"I1502","E1201","5"
"I1502","F1705","3"
"I1502","G1207","6"
"I1502","G1403","8"
"I1502","I1601","2"
"I1502","I1605","1"
"I1502","K1705","7"
"I1502","K2402","4"
"I1503","F1502","4"
"I1503","F1709","5"
"I1503","H1303","7"
"I1503","I1203","3"
"I1503","I1304","2"
"I1503","I1501","1"
"I1503","K1705","9"
"I1503","K2304","10"
"I1503","K2305","8"
"I1503","N1104","6"
"I1504","F1116","3"
"I1504","F1122","4"
"I1504","H1101","9"
"I1504","H1225","5"
"I1504","H1303","10"
"I1504","H1309","7"
"I1504","H2702","6"
